Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
105,Yakhouba Diawara,SG,25,DEN,54,14,542,55,134,0.41,21,66,0.318,34,68,0.5,0.489,22,31,0.71,23,39,62,37,8,3,16,61,153,diawaya01
106,Guillermo Díaz,SG,22,LAC,6,0,18,1,4,0.25,0,1,0,1,3,0.333,0.25,3,5,0.6,2,0,2,1,0,0,0,0,5,diazgu01
107,Dan Dickau,PG,29,LAC,67,8,1040,124,296,0.419,36,108,0.333,88,188,0.468,0.48,68,82,0.829,13,84,97,172,32,3,55,108,352,dickada01
108,Kaniel Dickens,PF,29,CLE,5,0,12,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,1,1,1,0,1,0,1,2,dickeka01
109,Travis Diener,PG,25,IND,66,21,1356,159,430,0.37,74,233,0.318,85,197,0.431,0.456,64,71,0.901,26,89,115,251,35,4,55,107,456,dienetr01
110,Ike Diogu,PF,24,IND,30,1,305,64,134,0.478,0,0,,64,134,0.478,0.478,40,47,0.851,38,47,85,10,7,3,20,43,168,dioguik01
111,DeSagana Diop,C,26,TOT,79,23,1295,94,180,0.522,0,0,,94,180,0.522,0.522,38,70,0.543,160,232,392,40,26,88,58,146,226,diopde01
111,DeSagana Diop,C,26,DAL,52,18,894,67,115,0.583,0,0,,67,115,0.583,0.583,24,40,0.6,111,159,270,26,20,63,42,100,158,diopde01
111,DeSagana Diop,C,26,NJN,27,5,401,27,65,0.415,0,0,,27,65,0.415,0.415,14,30,0.467,49,73,122,14,6,25,16,46,68,diopde01
112,Juan Dixon,PG,29,TOT,53,0,668,106,258,0.411,30,72,0.417,76,186,0.409,0.469,21,26,0.808,15,60,75,97,21,2,54,62,263,dixonju01
112,Juan Dixon,PG,29,TOR,36,0,424,59,160,0.369,17,39,0.436,42,121,0.347,0.422,18,19,0.947,9,38,47,65,21,2,35,38,153,dixonju01
112,Juan Dixon,PG,29,DET,17,0,244,47,98,0.48,13,33,0.394,34,65,0.523,0.546,3,7,0.429,6,22,28,32,0,0,19,24,110,dixonju01
113,Michael Doleac,C,30,MIN,24,8,257,28,63,0.444,0,0,,28,63,0.444,0.444,1,2,0.5,16,33,49,7,10,10,12,44,57,doleami01
114,Keyon Dooling,PG,27,ORL,72,1,1334,198,423,0.468,22,65,0.338,176,358,0.492,0.494,163,193,0.845,7,94,101,133,36,5,61,131,581,doolike01
115,Quincy Douby,PG,23,SAC,74,0,876,132,335,0.394,42,122,0.344,90,213,0.423,0.457,48,52,0.923,17,66,83,53,30,12,59,80,354,doubyqu01
116,Jared Dudley,PF,22,CHA,73,14,1384,163,348,0.468,9,41,0.22,154,307,0.502,0.481,87,118,0.737,121,165,286,81,55,10,50,128,422,dudleja01
117,Chris Duhon,PG,25,CHI,66,18,1490,133,344,0.387,54,155,0.348,79,189,0.418,0.465,65,80,0.813,19,97,116,263,48,2,71,92,385,duhonch01
118,Tim Duncan*,C,31,SAS,78,78,2651,585,1178,0.497,0,4,0,585,1174,0.498,0.497,338,463,0.73,237,644,881,218,56,152,178,185,1508,duncati01
119,Mike Dunleavy,SG,27,IND,82,82,2953,532,1117,0.476,165,389,0.424,367,728,0.504,0.55,336,403,0.834,59,365,424,288,86,31,190,208,1565,dunlemi02
120,Ronald Dupree,SF,27,TOT,5,0,21,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,1,7,8,1,1,0,0,0,4,duprero01
120,Ronald Dupree,SF,27,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,duprero01
120,Ronald Dupree,SF,27,SEA,4,0,18,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,1,7,8,1,1,0,0,0,4,duprero01
121,Kevin Durant,SG,19,SEA,80,80,2768,587,1366,0.43,59,205,0.288,528,1161,0.455,0.451,391,448,0.873,70,278,348,192,78,75,232,122,1624,duranke01
122,Monta Ellis,SG,22,GSW,81,72,3071,652,1227,0.531,12,52,0.231,640,1175,0.545,0.536,320,417,0.767,133,271,404,315,124,27,173,195,1636,ellismo01
123,Francisco Elson,C,31,TOT,63,5,813,92,236,0.39,0,1,0,92,235,0.391,0.39,26,37,0.703,50,150,200,24,15,20,47,96,210,elsonfr01
123,Francisco Elson,C,31,SAS,41,3,534,62,148,0.419,0,0,,62,148,0.419,0.419,20,24,0.833,33,102,135,16,9,14,30,62,144,elsonfr01
123,Francisco Elson,C,31,SEA,22,2,279,30,88,0.341,0,1,0,30,87,0.345,0.341,6,13,0.462,17,48,65,8,6,6,17,34,66,elsonfr01
124,Melvin Ely,C,29,NOH,52,1,621,85,180,0.472,0,0,,85,180,0.472,0.472,32,58,0.552,28,117,145,22,7,18,42,79,202,elyme01
125,Maurice Evans,SG,29,TOT,75,47,1720,262,545,0.481,81,209,0.388,181,336,0.539,0.555,59,83,0.711,92,126,218,81,46,10,40,142,664,evansma01
125,Maurice Evans,SG,29,LAL,7,0,96,9,28,0.321,1,7,0.143,8,21,0.381,0.339,12,15,0.8,4,5,9,12,5,1,0,10,31,evansma01
125,Maurice Evans,SG,29,ORL,68,47,1624,253,517,0.489,80,202,0.396,173,315,0.549,0.567,47,68,0.691,88,121,209,69,41,9,40,132,633,evansma01
126,Reggie Evans,PF,27,PHI,81,61,1879,152,346,0.439,1,1,1,151,345,0.438,0.441,120,257,0.467,224,387,611,65,86,8,108,213,425,evansre01
127,Jordan Farmar,PG,21,LAL,82,0,1690,291,631,0.461,114,307,0.371,177,324,0.546,0.552,53,78,0.679,39,144,183,225,77,5,108,105,749,farmajo01
128,Nick Fazekas,PF,22,TOT,26,0,269,46,82,0.561,0,2,0,46,80,0.575,0.561,15,22,0.682,34,55,89,11,8,11,13,25,107,fazekni01
