Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Tariq Abdul-Wahad,SG,28,DAL,14,0,14.6,1.9,4.1,0.466,0,0.1,0,1.9,4.1,0.474,0.466,0.2,0.4,0.5,1,1.9,2.9,1.5,0.4,0.2,0.5,1.9,4.1,abdulta01
2,Shareef Abdur-Rahim,PF,26,ATL,81,81,38.1,7,14.6,0.478,0.3,0.7,0.35,6.7,13.9,0.485,0.487,5.6,6.7,0.841,2.2,6.2,8.4,3,1.1,0.5,2.6,3,19.9,abdursh01
3,Courtney Alexander,PG,25,NOH,66,7,20.6,2.9,7.7,0.382,0.3,0.9,0.333,2.6,6.8,0.388,0.401,1.8,2.2,0.808,0.6,1.2,1.8,1.2,0.5,0.1,1,1.9,7.9,alexaco02
4,Malik Allen,PF,24,MIA,80,73,29,4.2,9.9,0.424,0,0.1,0,4.2,9.8,0.426,0.424,1.2,1.5,0.802,1.7,3.6,5.3,0.7,0.5,1,1.6,2.9,9.6,allenma01
5,Ray Allen*,SG,27,TOT,76,75,37.9,7.9,17.9,0.439,2.6,7,0.377,5.2,10.9,0.478,0.512,4.2,4.5,0.916,1.2,3.8,5,4.4,1.4,0.2,2.6,2.9,22.5,allenra02
5,Ray Allen*,SG,27,MIL,47,46,35.8,7.5,17.1,0.437,2.6,6.6,0.395,4.9,10.5,0.463,0.514,3.8,4.1,0.913,1,3.7,4.6,3.5,1.2,0.2,2.5,3.2,21.3,allenra02
5,Ray Allen*,SG,27,SEA,29,29,41.3,8.5,19.3,0.441,2.7,7.7,0.351,5.8,11.7,0.5,0.511,4.8,5.2,0.92,1.7,3.9,5.6,5.9,1.6,0.1,2.8,2.4,24.5,allenra02
6,Rafer Alston,PG,26,TOR,47,4,20.9,3,7.1,0.415,1.1,2.8,0.392,1.9,4.4,0.429,0.491,0.8,1.1,0.685,0.4,1.8,2.3,4.1,0.8,0.3,1.8,2.6,7.8,alstora01
7,John Amaechi,C,32,UTA,50,1,9.5,0.7,2.4,0.314,0,0,,0.7,2.4,0.314,0.314,0.5,1,0.481,0.5,1,1.5,0.4,0.3,0.1,0.7,1,2,amaecjo01
8,Chris Andersen,C,24,DEN,59,3,15.4,1.9,4.8,0.4,0,0,0,1.9,4.8,0.401,0.4,1.3,2.4,0.55,1.8,2.8,4.6,0.5,0.5,1,1,1.5,5.2,anderch01
9,Derek Anderson,PG,28,POR,76,76,33.6,4.7,10.9,0.427,1.5,4.4,0.35,3.1,6.6,0.477,0.496,3,3.5,0.859,0.7,2.8,3.5,4.3,1.2,0.2,1.7,1.9,13.9,anderde01
10,Kenny Anderson,PG,32,TOT,61,2,18.6,2.7,6.3,0.427,0,0.1,0.143,2.7,6.1,0.432,0.428,0.7,0.9,0.789,0.5,1.7,2.2,3.2,1,0.1,1.2,1.7,6.1,anderke01
10,Kenny Anderson,PG,32,SEA,38,1,18.1,2.7,6.1,0.44,0,0.1,0,2.7,6,0.449,0.44,0.8,0.9,0.829,0.4,1.8,2.3,3.2,1.1,0,0.9,1.7,6.1,anderke01
10,Kenny Anderson,PG,32,NOH,23,1,19.4,2.7,6.5,0.407,0,0.1,0.5,2.6,6.4,0.405,0.41,0.7,1,0.727,0.6,1.3,2,3.3,0.8,0.2,1.8,1.9,6,anderke01
11,Shandon Anderson,SF,29,NYK,82,9,21.1,3,6.5,0.462,0.6,1.7,0.371,2.4,4.8,0.494,0.51,1.7,2.3,0.732,0.8,2.3,3.1,1.1,0.9,0.2,1.4,2.2,8.4,andersh01
12,Robert Archibald,PF,22,MEM,12,0,6,0.5,1.7,0.3,0,0,,0.5,1.7,0.3,0.3,0.6,1.5,0.389,0.5,0.9,1.4,0.3,0,0.3,0.6,0.8,1.6,archiro01
13,Gilbert Arenas,PG,21,GSW,82,82,35,6.2,14.4,0.431,1.3,3.8,0.348,4.9,10.6,0.461,0.478,4.5,5.7,0.791,1.2,3.5,4.7,6.3,1.5,0.2,3.5,3.2,18.3,arenagi01
14,Brandon Armstrong,SG,22,NJN,17,0,4.1,0.5,1.6,0.333,0.1,0.4,0.167,0.5,1.2,0.381,0.352,0.3,0.4,0.833,0,0.2,0.2,0.1,0.2,0.1,0.3,0.5,1.4,armstbr01
