Team,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,Age,W%,PW%,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Opp eFG%,Opp TOV%,DRB%,Opp FT/FGA
Atlanta Hawks 2024,1.0236966824644549,1.0404494382022471,0.9810526315789475,1.078125,1.0742857142857143,1.0,1.0,1.0204081632653061,0.9798534798534798,1.11046511627907,1.08675799086758,1.024234693877551,1.207547169811321,0.9696048632218845,1.0275862068965518,0.9925093632958801,1.027027027027027,0.8846153846153845,0.9779411764705883,0.9735449735449735,1.041048034934498,1.0592417061611374,1.0157303370786517,1.04,1.09375,1.04,1.0491803278688525,1.0442176870748299,1.0018552875695732,1.042124542124542,1.0,1.0,1.003826530612245,1.028301886792453,1.012158054711246,1.018390804597701,1.059925093632959,1.027027027027027,1.0961538461538463,1.0441176470588236,1.0370370370370372,1.0524017467248907,0.9849624060150375,0.4583333333333333,0.9166666666666666,-1.29,-0.36,-1.65,1.0242424242424242,1.0346320346320346,-1.2,1.0162271805273835,1.040485829959514,1.0304568527918783,0.996551724137931,0.9872029250457038,0.9421487603305786,1.139917695473251,1.067357512953368,1.0438756855575866,1.0247933884297522,0.9841479524438573,0.9844559585492227
Boston Celtics 2024,1.037914691943128,1.0134831460674159,1.023157894736842,1.296875,1.217142857142857,1.0655737704918034,0.9251700680272109,0.8831168831168832,1.0476190476190474,0.9825581395348837,0.954337899543379,1.0293367346938775,1.0094339622641508,1.0851063829787235,1.0666666666666667,0.9962546816479402,0.8918918918918918,1.25,0.8823529411764706,0.8730158730158731,1.0576419213973798,0.9834123222748814,1.0292134831460673,0.9557894736842106,1.0,1.0457142857142858,0.9562841530054644,0.9761904761904762,1.0204081632653061,0.9578754578754578,0.7965116279069767,0.812785388127854,0.9783163265306122,1.0377358490566038,0.9787234042553192,0.9931034482758622,0.9325842696629213,0.8378378378378378,0.7115384615384616,0.875,0.9470899470899471,0.9572052401746725,1.0639097744360901,0.7916666666666666,1.6111111111111112,11.54,-0.4,11.14,1.0692640692640694,0.9670995670995671,11.8,0.9878296146044626,0.9392712550607288,1.2005076142131978,1.0517241379310345,1.0566727605118829,0.8925619834710745,1.02880658436214,0.9689119170984456,0.9579524680073126,0.884297520661157,1.010568031704095,0.772020725388601
Brooklyn Nets 2024,0.971563981042654,1.0067415730337077,0.9621052631578948,1.046875,1.062857142857143,0.9890710382513661,0.935374149659864,0.9721706864564007,0.9615384615384615,0.9127906976744186,0.9452054794520548,0.9681122448979591,1.0849056603773586,0.9848024316109423,1.0091954022988505,0.9812734082397003,0.9324324324324325,0.9807692307692306,0.9558823529411765,0.9894179894179894,0.9694323144104804,0.985781990521327,0.9910112359550562,0.991578947368421,1.0078125,0.9885714285714287,1.0191256830601092,0.9761904761904762,0.9944341372912802,0.9798534798534798,1.0174418604651163,0.9863013698630139,1.030612244897959,0.9622641509433962,1.033434650455927,1.0160919540229885,0.951310861423221,0.9189189189189189,0.923076923076923,0.9411764705882354,0.962962962962963,0.9912663755458515,0.9887218045112782,0.3835616438356164,0.8493150684931506,-2.51,-0.07,-2.57,0.9835497835497835,1.006060606060606,-2.6,0.9837728194726167,0.9352226720647774,1.0532994923857868,0.9706896551724138,0.9725776965265082,0.9669421487603306,1.037037037037037,0.9067357512953367,0.9963436928702011,0.9586776859504132,1.0039630118890357,1.0259067357512954
Charlotte Hornets 2024,0.9502369668246445,0.9831460674157303,0.9642105263157895,0.921875,0.9571428571428572,0.9590163934426229,0.9625850340136055,1.0037105751391466,0.9597069597069596,0.8372093023255814,0.8447488584474886,0.9961734693877551,0.9150943396226415,0.9422492401215806,0.935632183908046,0.9176029962546817,0.9189189189189189,0.8653846153846153,1.0147058823529413,0.962962962962963,0.9283842794759825,1.0213270142180095,0.9820224719101124,1.04,1.0546875,1.0257142857142856,1.030054644808743,1.0068027210884354,0.9554730983302412,1.053113553113553,0.9825581395348837,0.9680365296803654,1.0191326530612246,0.9811320754716982,1.060790273556231,1.0413793103448274,1.0674157303370786,0.9594594594594593,0.9615384615384615,1.0073529411764706,0.925925925925926,1.0200873362445415,0.9473684210526315,0.25,0.4166666666666667,-10.43,-0.26,-10.69,0.9419913419913419,1.0346320346320346,-10.7,0.9878296146044626,0.854251012145749,0.9695431472081218,0.9586206896551726,0.959780621572212,1.0413223140495869,0.897119341563786,0.8549222797927462,1.0438756855575866,1.0247933884297522,0.989431968295905,1.005181347150259
Chicago Bulls 2024,0.9905213270142179,1.0067415730337077,0.9831578947368422,0.9062499999999999,0.9285714285714286,0.9781420765027322,1.0272108843537415,1.0593692022263452,0.9688644688644689,0.9825581395348837,0.9680365296803654,1.0140306122448979,1.0377358490566038,0.9878419452887538,1.0022988505747126,0.9400749063670413,1.027027027027027,0.923076923076923,0.8897058823529411,0.9947089947089949,0.9799126637554585,0.971563981042654,0.9797752808988764,0.9894736842105263,1.1328125,1.137142857142857,0.9972677595628415,0.9013605442176871,0.8794063079777366,1.0238095238095237,0.9883720930232559,0.995433789954338,0.9961734693877551,0.9716981132075473,1.0182370820668694,1.006896551724138,1.0486891385767791,0.9054054054054054,0.9615384615384615,1.0294117647058825,1.0052910052910053,0.9921397379912663,1.0526315789473684,0.4794520547945205,0.9041095890410958,-1.4,-0.33,-1.73,0.9930735930735931,1.0051948051948052,-1.4,0.9766734279918864,0.9595141700404858,0.9187817258883249,0.9775862068965517,0.9725776965265082,0.9008264462809918,1.0205761316872428,0.9792746113989638,1.0127970749542963,1.0413223140495869,1.0039630118890357,1.0103626943005182
Cleveland Cavaliers 2024,0.9881516587677726,0.9797752808988764,1.0063157894736843,1.0625,1.0657142857142856,1.0,0.9557823129251701,0.9257884972170687,1.0293040293040294,0.9069767441860466,0.9360730593607307,0.971938775510204,0.9433962264150944,1.0303951367781155,1.006896551724138,1.044943820224719,0.9729729729729729,0.9038461538461539,0.9926470588235294,0.9523809523809524,0.9842794759825327,0.95260663507109,0.9842696629213482,0.9663157894736844,0.9453124999999999,0.9600000000000001,0.9863387978142076,0.9557823129251701,1.0018552875695732,0.9523809523809523,0.9767441860465117,0.9817351598173517,1.0,0.9528301886792453,0.9878419452887538,0.9793103448275863,0.9213483146067416,1.027027027027027,0.9423076923076923,0.9852941176470589,0.9947089947089949,0.9554585152838428,0.9849624060150375,0.6027397260273972,1.2054794520547945,3.27,-0.43,2.84,0.9982683982683982,0.9696969696969697,3.3,0.9837728194726167,0.951417004048583,1.0837563451776648,1.0086206896551724,1.016453382084095,1.0165289256198349,0.9629629629629629,0.927461139896373,0.9652650822669104,1.0,1.0171730515191546,0.9948186528497409
Dallas Mavericks 2024,1.0284360189573458,1.010112359550562,1.016842105263158,1.140625,1.1257142857142857,1.010928961748634,0.9829931972789115,0.9369202226345084,1.0457875457875456,1.005813953488372,1.041095890410959,0.9668367346938775,0.9245283018867926,0.9969604863221884,0.9793103448275863,0.9662921348314607,0.9324324324324325,0.9038461538461539,0.9044117647058825,0.9841269841269843,1.0375545851528385,1.0236966824644549,1.0157303370786517,1.0063157894736843,1.0234375,1.0228571428571427,1.0027322404371584,1.023809523809524,1.012987012987013,1.0091575091575091,0.994186046511628,1.0136986301369864,0.9808673469387755,1.0471698113207548,1.0303951367781155,1.0344827586206897,1.0374531835205993,0.9729729729729729,0.7884615384615383,1.0073529411764706,1.0846560846560847,1.0183406113537117,0.9924812030075187,0.5972222222222222,1.1388888888888888,2.19,0.17,2.36,1.0268398268398269,1.007792207792208,2.2,1.0162271805273835,1.0283400809716599,1.1116751269035532,1.0241379310344827,1.0310786106032905,0.9008264462809918,0.9218106995884773,0.9948186528497409,1.0054844606946984,1.0,0.9867899603698811,0.9792746113989638
Denver Nuggets 2024,1.0402843601895733,0.9966292134831461,1.0421052631578949,0.890625,0.8828571428571428,1.010928961748634,1.1054421768707483,1.072356215213358,1.0293040293040294,0.8895348837209303,0.9132420091324202,0.9770408163265306,1.0188679245283019,1.0151975683890577,1.0160919540229885,1.0936329588014981,0.9594594594594593,1.0576923076923077,0.9191176470588236,0.9576719576719578,1.0008733624454147,0.9668246445497629,0.9876404494382023,0.976842105263158,0.8828125,0.8971428571428571,0.9808743169398907,1.0034013605442178,1.0482374768089053,0.956043956043956,0.994186046511628,1.0045662100456623,0.9897959183673469,1.0377358490566038,0.9513677811550153,0.9701149425287356,0.9625468164794008,0.9594594594594593,0.923076923076923,0.911764705882353,0.9523809523809524,0.9598253275109171,1.0150375939849623,0.6986301369863014,1.2876712328767124,4.67,0.07,4.74,1.025108225108225,0.9835497835497835,4.8,0.9797160243407708,0.9149797570850203,0.8832487309644669,1.013793103448276,1.023765996343693,0.9421487603305786,1.0576131687242798,0.8963730569948186,0.9652650822669104,0.9338842975206613,0.9933949801849405,1.0103626943005182
Detroit Pistons 2024,0.976303317535545,0.9932584269662922,0.9810526315789475,0.8671874999999999,0.9085714285714286,0.953551912568306,1.023809523809524,1.0500927643784788,0.9725274725274725,1.0116279069767442,1.0091324200913243,1.0051020408163265,1.0188679245283019,1.0030395136778116,1.006896551724138,0.9700374531835205,0.8378378378378378,0.9038461538461539,1.1323529411764706,1.1269841269841272,0.9676855895196507,1.0355450236966826,1.001123595505618,1.0336842105263158,0.9531249999999999,0.9342857142857144,1.0163934426229508,1.0748299319727892,1.0463821892393321,1.0256410256410258,1.1860465116279069,1.1598173515981736,1.0229591836734695,0.8867924528301887,1.0060790273556233,0.9770114942528736,1.0149812734082397,1.2027027027027026,1.1346153846153846,0.8897058823529411,0.9576719576719578,1.0480349344978166,0.8947368421052632,0.1643835616438356,0.4931506849315068,-9.15,0.48,-8.67,0.9558441558441559,1.0346320346320346,-9.1,1.0141987829614605,1.0121457489878543,0.9137055837563451,0.9741379310344828,0.9652650822669104,1.1239669421487604,1.0123456790123457,1.0207253886010363,1.0219378427787935,0.884297520661157,1.0277410832232496,1.1865284974093264
Golden State Warriors 2024,1.0355450236966826,1.0370786516853931,0.9957894736842106,1.1484374999999998,1.1228571428571428,1.0245901639344261,0.9829931972789115,0.9814471243042672,1.0,0.9302325581395349,0.9406392694063929,0.9910714285714286,1.169811320754717,1.0455927051671732,1.0758620689655172,1.0898876404494382,0.9189189189189189,0.8461538461538461,1.0441176470588236,1.0476190476190477,1.0305676855895196,1.0071090047393365,1.0191011235955056,0.985263157894737,1.0312499999999998,1.0514285714285714,0.9808743169398907,0.9965986394557824,0.9981447124304267,0.9945054945054945,1.0465116279069768,1.041095890410959,1.0063775510204083,1.0188679245283019,0.9848024316109423,0.9954022988505746,1.00374531835206,1.0405405405405406,0.9615384615384615,0.948529411764706,0.9735449735449735,1.0148471615720525,1.0676691729323307,0.5277777777777778,1.1111111111111112,1.88,0.45,2.33,1.018181818181818,1.0025974025974025,1.8,1.0091277890466532,0.902834008097166,1.0812182741116751,1.0051724137931035,1.0109689213893966,1.0165289256198349,1.1358024691358024,0.8963730569948186,0.9890310786106032,0.9421487603305786,1.0039630118890357,1.0310880829015545
